smiles,output_class,output_reg,compound_id,parent_chemblid,target_protein_id,target_chembl_id,uniprot_id,count,parent_pref_name,max_phase,first_approval,usan_year
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCCC1,0.99986106,9.033127,d079255,CHEMBL2419538,tp0713,CHEMBL2063,Q16739,1,,,,
Cn1ccc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)C2(C4=CC=CC4)CCCCCC2)C3)n1,0.99989593,9.020212,d084314,CHEMBL3087234,tp0077,CHEMBL1821,P08173,1,,,,
Cn1cncc1C(C)(O)C1=Cc2cccnc2[C@@H](N2CCN(C(=O)OC(C)(C)C)CC2)c2ccc(Cl)cc21,1.0,9.096975,d088619,CHEMBL3115251,tp0013,CHEMBL249,P25103,1,,,,
Cn1cncc1[C@@](C)(O)C1=Cc2cccnc2[C@@H](N2CCN(C(=O)NC3CCCCC3)CC2)c2ccc(Cl)cc21,0.9999987,9.210426,d088624,CHEMBL3115256,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
Cn1cncc1[C@@](C)(O)C1=Cc2cccnc2[C@@H](N2CCN(C(=O)Nc3ccc(C#N)cc3)CC2)c2ccc(Cl)cc21,0.99986917,9.186243,d088622,CHEMBL3115254,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
Cn1cncc1[C@@](C)(O)C1=Cc2cccnc2[C@@H](N2CCN(C(=O)OC(C)(C)C)CC2)c2ccc(Cl)cc21,1.0,9.096975,d088621,CHEMBL3115253,tp0013,CHEMBL249,P25103,1,,,,
Cn1cncc1[C@](C)(O)C1=Cc2cccnc2[C@@H](N2CCN(C(=O)NC3CCCCC3)CC2)c2ccc(Cl)cc21,0.9999987,9.210424,d088633,CHEMBL3115265,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
Cn1cncc1[C@](C)(O)C1=Cc2cccnc2[C@@H](N2CCN(C(=O)Nc3ccc(C#N)cc3)CC2)c2ccc(Cl)cc21,0.99986917,9.186243,d088632,CHEMBL3115263,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
Cn1cncc1[C@](C)(O)C1=Cc2cccnc2[C@@H](N2CCN(C(=O)OC(C)(C)C)CC2)c2ccc(Cl)cc21,1.0,9.096975,d088630,CHEMBL3115262,tp0013,CHEMBL249,P25103,1,,,,
NCCN(CCNC(=O)CCC(=O)NCCCCCCNC(=O)/N=C(\N)NCCC[C@H](NC(=O)CC1(CC(=O)N2CCN(C3c4ccccc4NC(=O)c4ccccc43)CC2)CCCC1)C(=O)NCCn1c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O)CCNC(=O)CCC(=O)NCCCCCCNC(=O)/N=C(\N)NCCC[C@@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)NCc1ccc(O)cc1,0.9998018,9.113184,d083101,CHEMBL3040747,tp0430,CHEMBL1804,P30874,1,,,,
Nc1nc2cc(CN3C(=O)N(Cc4ccc5[nH]c(N)nc5c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)ccc2[nH]1,0.9761447,9.292256,d088717,CHEMBL329711,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CN1[C@@H]2CCC[C@H]1C[C@H](NC(=O)c1nn(CCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)c3ccccc13)C2,0.99999607,9.052742,d083226,CHEMBL3084432,tp0430,CHEMBL1804,P30874,1,,,,
Nc1nc2ccc(CN3C(=O)N(Cc4ccc5nc(N)oc5c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)cc2o1,0.9946483,9.000814,d087889,CHEMBL441350,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Nc1nc2ccc(CN3C(=O)N(Cc4ccc5nc(N)sc5c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)cc2s1,0.99869573,9.406671,d088271,CHEMBL95271,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)OC1CCOCC1,1.0,9.135217,d092500,CHEMBL98885,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)O[C@@H]1CCOC1,1.0,9.152129,d092565,CHEMBL319092,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)O[C@H]1CCOC1,1.0,9.152129,d092561,CHEMBL319408,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1)c1ccc(NS(=O)(=O)C2CC2)c(OCC2CC2)c1,0.97931373,9.039721,d088100,CHEMBL3113961,tp0539,CHEMBL1798,Q9Y271,1,,,,
O=C(O[C@H]1CN2CCC1CC2)C1(c2cccs2)CCCCCC1,0.9999999,9.082026,d084563,CHEMBL3088075,tp0077,CHEMBL1821,P08173,1,,,,
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C1(C2=CC=CC2)CCCCCC1,1.0,9.150884,d084574,CHEMBL3088086,tp0077,CHEMBL1821,P08173,1,,,,
O=C1N(Cc2ccc3[nH]ccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ccc2c1,0.9999962,9.126107,d088757,CHEMBL99013,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1N(Cc2ccc3[nH]cnc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]cnc2c1,0.99349153,9.217959,d088270,CHEMBL320219,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Nc1nc2cc(CN3C(=O)N(Cc4ccc5sc(N)nc5c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)ccc2s1,0.9925052,9.030833,d088408,CHEMBL330404,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CN1[C@@H]2CCC[C@H]1C[C@H](NC(=O)c1nn(CCOCCOCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)c3ccccc13)C2,0.999996,9.226625,d083230,CHEMBL3084437,tp0430,CHEMBL1804,P30874,1,,,,
CNC(=O)[C@@H]1Cc2ccc(cc2)OCCCC[C@H](C(=O)NO)[C@@H](CCCc2ccc(Cl)cc2)C(=O)N1,0.9997287,9.134435,d085827,CHEMBL318860,tp0409,CHEMBL4393,P39900,1,,,,
CNS(=O)(=O)c1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1OC,0.80126286,9.039119,d088087,CHEMBL3113948,tp0539,CHEMBL1798,Q9Y271,1,,,,
COc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1NS(C)(=O)=O,0.9999591,9.168388,d088090,CHEMBL3113951,tp0013,CHEMBL249,P25103,1,,,,
COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)c(NS(C)(=O)=O)c1,0.9999692,9.093731,d088110,CHEMBL3113971,tp0013,CHEMBL249,P25103,1,,,,
COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1NS(C)(=O)=O,0.99994534,9.238249,d088115,CHEMBL3113976,tp0013,CHEMBL249,P25103,1,,,,
COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1S(=O)(=O)N(C)C,0.79293114,9.068466,d088088,CHEMBL3113949,tp0539,CHEMBL1798,Q9Y271,1,,,,
COc1ccc(NS(C)(=O)=O)c(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)c1,0.9999865,9.139915,d088111,CHEMBL3113972,tp0013,CHEMBL249,P25103,1,,,,
COc1ccc(S(=O)(=O)N2CN(Cc3ccccc3)C(=O)C[C@@H]2C(=O)NO)cc1,1.0,9.058836,d088526,CHEMBL7390,tp0228,CHEMBL280,P45452,1,,,,
COc1cccc(NS(C)(=O)=O)c1C(=O)O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.99999714,9.0614805,d088112,CHEMBL3113973,tp0013,CHEMBL249,P25103,1,,,,
Cc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1NS(C)(=O)=O,0.9935061,9.095665,d088105,CHEMBL3113966,tp0013,CHEMBL249,P25103,1,,,,
COc1ncc(-c2ccc3ncnc(N4CCOCC4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1.0,9.085058,d089118,CHEMBL3121327,tp0296,CHEMBL3130,O00329,1,,,,
CS(=O)(=O)Nc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1OCC1CC1,0.9994068,9.131538,d088114,CHEMBL3113975,tp0013,CHEMBL249,P25103,1,,,,
CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1CO,0.99168223,9.021204,d088093,CHEMBL3113954,tp0013,CHEMBL249,P25103,1,,,,
CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OCC1CC1,0.99970305,9.119255,d088113,CHEMBL3113974,tp0013,CHEMBL249,P25103,1,TRANIMILAST,2.0,,2022.0
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)N2CCC2)C2CC2)C1=O,0.9997263,9.044729,d089535,CHEMBL3125520,tp0013,CHEMBL249,P25103,1,,,,
C[C@]12CC[C@H]3[C@@H](CNC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,1.0,9.353124,d083652,CHEMBL3085538,tp0372,CHEMBL1856,P31213,1,,,,
C[N+]1(C)[C@@H]2CCC[C@H]1C[C@@H](CC(O)(c1cccs1)c1cccs1)C2,0.99976957,9.042317,d091806,CHEMBL3140265,tp0076,CHEMBL216,P11229,1,,,,
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](C=C(c1cccs1)c1cccs1)C2,0.99998426,9.052513,d091805,CHEMBL3140264,tp0077,CHEMBL1821,P08173,1,,,,
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](CC(O)(c1cccs1)c1cccs1)C2,0.9997713,9.059565,d091745,CHEMBL3140099,tp0076,CHEMBL216,P11229,1,,,,
C[N+]1(Cc2ccccc2)[C@@H]2CC[C@H]1C[C@@H](CC(C#N)(c1ccccc1)c1ccccc1)C2,0.9994961,9.0556965,d091741,CHEMBL3140095,tp0076,CHEMBL216,P11229,1,,,,
Cc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1NS(C)(=O)=O,0.99634296,9.014568,d088092,CHEMBL3113953,tp0013,CHEMBL249,P25103,1,,,,
COc1ncc(-c2ccc3nc(N)c(-c4ccccc4)nc3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.5840682,9.063517,d089125,CHEMBL3121333,tp0176,CHEMBL1628481,P35414,1,,,,
Cn1cnc(S(=O)(=O)NCCOc2ccc3c(c2)[C@@H](Cc2ccccc2)[C@@H](N2CCC2)CC3)c1,1.0,9.004802,d176970,CHEMBL4169829,tp0013,CHEMBL249,P25103,1,,,,
Cn1cnc(S(=O)(=O)NCCOc2ccc3c(c2)[C@@H](Cc2ccccc2)[C@@H](NCC(F)(F)F)CC3)c1,0.99999493,9.144898,d178537,CHEMBL4176035,tp0013,CHEMBL249,P25103,1,,,,
Cn1cnc(S(=O)(=O)NCCOc2ccc3c(c2)[C@@H](Cc2ccccc2Cl)[C@@H](N)CC3)c1,0.9999671,9.032992,d178777,CHEMBL4177029,tp0013,CHEMBL249,P25103,1,,,,
N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(-c3cccs3)c[nH]c2c1=O,0.5124275,9.125009,d178672,CHEMBL4176578,tp0176,CHEMBL1628481,P35414,1,,,,
N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Br)c[nH]c2c1=O,0.52693284,9.157434,d176863,CHEMBL4169403,tp0176,CHEMBL1628481,P35414,1,,,,
N[C@H](C(=O)Nc1cncc(F)c1CC[C@H]1CN[C@@H]2CCCS(=O)(=O)N1C2)[C@@H](c1ccc(Cl)cc1)c1cc(F)cc(F)c1,0.9501135,9.249046,d178848,CHEMBL4177355,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O)OC1CCOC1,1.0,9.349228,d183766,CHEMBL136146,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
C=CCN1CC(=O)N(C2C[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(OCCC)cc3)C2)C1=O,1.0,9.076254,d332954,CHEMBL254184,tp0228,CHEMBL280,P45452,1,,,,
C=CCN1CC(=O)N(C2C[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(OCCCC)cc3)C2)C1=O,1.0,9.159838,d332955,CHEMBL437019,tp0228,CHEMBL280,P45452,1,,,,
CCCCOc1ccc(S(=O)(=O)N2CC(N3C(=O)CN(C)C3=O)C[C@@H]2C(=O)NO)cc1,1.0,9.142633,d332947,CHEMBL442431,tp0228,CHEMBL280,P45452,1,,,,
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C(F)(F)F)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,0.99928427,9.027884,d074401,CHEMBL2385202,tp0430,CHEMBL1804,P30874,1,,,,
CCCCOc1ccc(S(=O)(=O)N2CC(N3C(=O)NC(C)(C)C3=O)C[C@@H]2C(=O)NO)cc1,1.0,9.011297,d332953,CHEMBL253979,tp0228,CHEMBL280,P45452,1,,,,
CCCOc1ccc(S(=O)(=O)N2CC(N3C(=O)CN(C)C3=O)C[C@@H]2C(=O)NO)cc1,1.0,9.086095,d332946,CHEMBL252102,tp0228,CHEMBL280,P45452,1,,,,
CCN(C)Cc1ccccc1N1CCC(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)CC1,0.9999858,9.011859,d328458,CHEMBL246945,tp0713,CHEMBL2063,Q16739,1,,,,
CCOC(=O)c1cccc(CN2C(=O)N(CCCCCO)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,1.0,9.089109,d325423,CHEMBL282825,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CN1CC(=O)N(C2C[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(Oc4ccncc4)cc3)C2)C1=O,0.9999999,9.3320465,d332951,CHEMBL252711,tp0228,CHEMBL280,P45452,1,,,,
COc1ccc(-c2nc(CCOc3ccc4c(c3)CC[C@H]4CC(=O)O)c(C)s2)cc1,1.0,9.138634,d329887,CHEMBL248413,tp0013,CHEMBL249,P25103,1,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(-c4ccccc4CN)cc2)CC3)cc1,0.9998679,9.0945835,d325475,CHEMBL279187,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(-c4ccccc4CN4CC[C@@H](O)C4)cc2)CC3)cc1,0.99999887,9.059967,d325444,CHEMBL235265,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(S(=O)(=O)N2CN(Cc3ccccc3)C(=O)CC2C(=O)NO)cc1,1.0,9.025965,d332914,CHEMBL437017,tp0228,CHEMBL280,P45452,1,,,,
CS(=O)(=O)c1ccccc1-c1ccc(CC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,0.89390755,9.007685,d333478,CHEMBL403196,tp0176,CHEMBL1628481,P35414,1,,,,
CCCCOc1ccc(S(=O)(=O)N2CC(N3C(=O)CN(CCC)C3=O)C[C@@H]2C(=O)NO)cc1,1.0,9.230189,d332957,CHEMBL254389,tp0228,CHEMBL280,P45452,1,,,,
COc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,0.99995786,9.011289,d182151,CHEMBL4213177,tp0038,CHEMBL223,P25100,1,,,,
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@@H]3CO[C@@H]4OC[C@H]2[C@H]34)cc1,1.0,9.134401,d181494,CHEMBL4210992,tp0003,CHEMBL243,Q72874,1,,,,
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3CO[C@H]4OCC[C@@H]2[C@@H]34)cc1,1.0,9.121332,d179683,CHEMBL4205056,tp0003,CHEMBL243,Q72874,1,,,,
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3CO[C@H]4O[C@H](C)C[C@@H]2[C@@H]34)cc1,1.0,9.1102495,d183486,CHEMBL4217920,tp0003,CHEMBL243,Q72874,1,,,,
COc1ccc2c(c1)C(CCNC(=O)CI)CCC2,1.0,9.069452,d186600,CHEMBL139516,tp0530,CHEMBL1946;CHEMBL2094268,P49286;P49286,1,,,,
COc1ncc(-c2cc(OC3CCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1.0,9.014591,d176640,CHEMBL4168480,tp0296,CHEMBL3130,O00329,1,,,,
COc1ncc(-c2cc(OC3CCOC(C)(C)C3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1.0,9.103427,d177753,CHEMBL4172954,tp0296,CHEMBL3130,O00329,1,,,,
COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(Cl)s1,1.0,9.080476,d178335,CHEMBL4175228,tp0296,CHEMBL3130,O00329,1,,,,
COc1ncc(-c2cc(O[C@H]3CCOC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1.0,9.209984,d176904,CHEMBL4169573,tp0296,CHEMBL3130,O00329,1,,,,
CS(=O)(=O)c1ccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)cc1,0.6549529,9.543251,d178307,CHEMBL4175111,tp0176,CHEMBL1628481,P35414,1,,,,
Cn1cnc(S(=O)(=O)NCCOc2ccc3c(c2)[C@@H](Cc2ccc(Cl)cc2)[C@@H](N)CC3)c1,0.99996746,9.280958,d177935,CHEMBL4173657,tp0013,CHEMBL249,P25103,1,,,,
CS(=O)(=O)c1cccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)c1,0.7681268,9.52623,d176975,CHEMBL4169845,tp0176,CHEMBL1628481,P35414,1,,,,
Cc1cc(OCC2CCOC2)cc(C)c1-c1ccc(F)c2c1CC[C@H]2Nc1ccc([C@H]2C[C@@H]2C(=O)O)nc1,0.999972,9.012189,d180231,CHEMBL4206879,tp0013,CHEMBL249,P25103,1,,,,
Cc1ccc(C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)NC2c3ccccc3C[C@@H]2O)cc1,1.0,9.172561,d184562,CHEMBL139804,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Cc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)nc1,0.6201961,9.018392,d183288,CHEMBL4217235,tp0038,CHEMBL223,P25100,1,,,,
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(C(=O)Nc5cccc(O)c5)c34)n(-c3ccccc3)c(=O)c12,0.53730756,9.217978,d177477,CHEMBL4171841,tp0176,CHEMBL1628481,P35414,1,,,,
Cc1cnn(C)c1-c1cccc([C@H](CC(=O)O)CN2CC[C@@H](CCc3ccc4c(n3)NCCC4)C2)c1,0.9999975,9.005335,d186763,CHEMBL4250148,tp0013,CHEMBL249,P25103,1,,,,
Cc1nc(N)nc2c(OC3CCOCC3)cc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc12,1.0,9.064455,d178708,CHEMBL4176704,tp0296,CHEMBL3130,O00329,1,,,,
Cn1c(=O)n(CCN2CCN(c3ccc(C#N)c(F)c3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,0.8108452,9.155122,d180310,CHEMBL4207104,tp0038,CHEMBL223,P25100,1,,,,
Cn1c(=O)n(CCN2CCN(c3ccc(F)cc3F)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,0.9954734,9.284597,d183293,CHEMBL4217248,tp0038,CHEMBL223,P25100,1,,,,
Cn1c(=O)n(CCN2CCN(c3ccc(OC4CCOC4)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,0.72252923,9.032068,d182049,CHEMBL4212821,tp0038,CHEMBL223,P25100,1,,,,
Cn1c(=O)n(CCN2CCN(c3ccc(OC4CCOCC4)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,0.88780963,9.054499,d180562,CHEMBL4207914,tp0038,CHEMBL223,P25100,1,,,,
CS(=O)(=O)c1ccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)cc1F,0.5970605,9.642293,d177944,CHEMBL4173673,tp0176,CHEMBL1628481,P35414,1,,,,
C=CCc1cccc(C[C@H](NC(=O)c2cc(-c3ccccn3)c(=O)n(CC=C)c2)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ccc(CC)cc32)c1,0.99888,9.012344,d077478,CHEMBL2407341,tp0713,CHEMBL2063,Q16739,1,,,,
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(CC(C)(F)F)cc21,0.9999936,9.127947,d077955,CHEMBL2408756,tp0013,CHEMBL249,P25103,1,,,,
CC(C)[C@H](C(=O)NO)N(CCn1cc(CCCF)nn1)S(=O)(=O)c1ccc(OCCF)cc1,0.9995192,9.102257,d080154,CHEMBL2425936,tp0409,CHEMBL4393,P39900,1,,,,
CC(C)[C@H](C(=O)NO)N(CCn1cc(CNS(=O)(=O)c2ccc(F)cc2)nn1)S(=O)(=O)c1ccc(OCCF)cc1,0.99988997,9.003375,d080157,CHEMBL2425939,tp0409,CHEMBL4393,P39900,1,,,,
CC(C)n1c(-c2nc3c(s2)CCOc2cc(-c4cnn(CC(C)(C)O)c4)ccc2-3)n[nH]c1=O,0.80170566,9.146124,d073881,CHEMBL2381381,tp0743,CHEMBL3028,Q96KS0,1,,,,
CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(-c3cnn(CCO)c3)cc1OCC2,0.75717515,9.036208,d075045,CHEMBL2387086,tp0743,CHEMBL3028,Q96KS0,1,,,,
CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cnn(CC(C)(C)O)c3)ccc1-2,1.0,9.122576,d073874,CHEMBL2381374,tp0296,CHEMBL3130,O00329,1,,,,
CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cnn(CS(C)(=O)=O)c3)ccc1-2,0.99999917,9.024126,d073875,CHEMBL2381375,tp0296,CHEMBL3130,O00329,1,,,,
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CS(C)(=O)=O)NC(=O)COc2cccc3cnccc23)C1C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.99999964,9.251086,d081542,CHEMBL2437489,tp0003,CHEMBL243,Q72874,1,,,,
CN(C)c1ncc(N2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(OC(F)(F)F)cc4)cc3)CC2)nc1C#N,0.9999916,9.341363,d080501,CHEMBL2430288,tp0228,CHEMBL280,P45452,1,,,,
C[C@H](Cc1ccc2[nH]c(C(=O)NCC3CCC3)cc2c1)NC[C@H](O)c1ccc(O)c(CO)c1,0.8183777,9.007942,d324017,CHEMBL236251,tp0713,CHEMBL2063,Q16739,1,,,,
COc1cc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,1.0,9.179469,d082751,CHEMBL3039518,tp0430,CHEMBL1804,P30874,1,BATEFENTEROL,2.0,,2013.0
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5c(Cl)cccc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,0.99979097,9.230827,d074392,CHEMBL2385193,tp0430,CHEMBL1804,P30874,1,,,,
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5cc(C)ccc5C)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCC1,0.99528134,9.138693,d074399,CHEMBL2385200,tp0430,CHEMBL1804,P30874,1,,,,
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5cc(C)ccc5C)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,0.906212,9.014578,d074378,CHEMBL2385179,tp0430,CHEMBL1804,P30874,1,,,,
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccc(C)cc5C)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,0.9998003,9.186791,d074386,CHEMBL2385187,tp0430,CHEMBL1804,P30874,1,,,,
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccc(Cl)c(C(F)(F)F)c5)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,0.99990606,9.152659,d074393,CHEMBL2385194,tp0430,CHEMBL1804,P30874,1,,,,
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccc(Cl)cc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,0.99999493,9.087221,d074384,CHEMBL2385185,tp0430,CHEMBL1804,P30874,1,,,,
